transaction_amount,merchant_category,customer_region,transaction_type,card_present,hour_of_day,device_type,previous_fraud_flag,transaction_datetime,day_of_week,is_weekend,device_id,is_fraud
2586.66,Online Store,Gauteng,ATM Withdrawal,1,0,Unknown,0,2023-01-08 18:06:00,Sunday,1,UNK_25059,0
1871.11,Restaurants,Eastern Cape,EFT,1,10,Android,0,2023-01-05 11:12:00,Thursday,0,AND_58398,0
1723.05,Clothing,Gauteng,ATM Withdrawal,1,22,Android,0,2023-01-06 06:27:00,Friday,0,AND_11286,0
6811.61,Fuel,Mpumalanga,POS,1,0,Unknown,0,2023-01-08 23:08:00,Sunday,1,UNK_44297,0
2763.82,Groceries,Gauteng,POS,1,10,Unknown,0,2023-01-05 15:08:00,Thursday,0,UNK_36485,0
6246.48,Online Store,Limpopo,POS,1,17,iPhone,0,2023-01-03 01:59:00,Tuesday,0,IPH_69967,0
4425.35,Restaurants,Eastern Cape,POS,0,17,Android,0,2023-01-08 22:22:00,Sunday,1,AND_64583,0
5567.78,Online Store,KwaZulu-Natal,POS,1,20,Windows,0,2023-01-06 05:27:00,Friday,0,WIN_61630,0
3528.41,Groceries,KwaZulu-Natal,EFT,0,15,Android,0,2023-01-02 14:36:00,Monday,0,AND_37086,0
4046.79,Restaurants,Eastern Cape,Online,1,12,Unknown,0,2023-01-05 23:12:00,Thursday,0,UNK_26484,0
3457.77,Online Store,Limpopo,POS,1,6,Unknown,0,2023-01-05 02:33:00,Thursday,0,UNK_78623,0
1382.8,Electronics,Western Cape,POS,1,0,iPhone,0,2023-01-09 13:39:00,Monday,0,IPH_69263,0
5062.72,Groceries,Gauteng,ATM Withdrawal,1,15,iPhone,0,2023-01-02 09:02:00,Monday,0,IPH_28675,0
1979.79,Groceries,Limpopo,EFT,1,0,Android,0,2023-01-09 15:02:00,Monday,0,AND_70664,0
189.73,Groceries,Mpumalanga,EFT,0,16,iPhone,0,2023-01-06 03:19:00,Friday,0,IPH_34680,0
4525.4,Electronics,Eastern Cape,Online,1,5,Windows,0,2023-01-05 02:36:00,Thursday,0,WIN_27077,0
1256.23,Electronics,Gauteng,EFT,1,1,Windows,0,2023-01-02 18:02:00,Monday,0,WIN_48174,0
6584.4,Fuel,KwaZulu-Natal,ATM Withdrawal,0,16,iPhone,0,2023-01-08 01:23:00,Sunday,1,IPH_86968,0
6678.42,Clothing,Western Cape,ATM Withdrawal,0,5,Windows,0,2023-01-10 07:39:00,Tuesday,0,WIN_13491,0
6405.75,Online Store,Mpumalanga,Online,1,13,Windows,0,2023-01-04 21:21:00,Wednesday,0,WIN_56126,0
2603.71,Fuel,KwaZulu-Natal,ATM Withdrawal,1,17,Android,0,2023-01-03 13:46:00,Tuesday,0,AND_13392,0
127.89,Online Store,Eastern Cape,POS,1,5,Windows,0,2023-01-06 17:11:00,Friday,0,WIN_72257,0
6499.66,Clothing,Gauteng,POS,1,9,Unknown,0,2023-01-09 03:53:00,Monday,0,UNK_77804,0
3008.73,Electronics,Eastern Cape,ATM Withdrawal,0,23,Unknown,0,2023-01-01 05:00:00,Sunday,1,UNK_48400,0
6767.25,Clothing,Gauteng,Online,1,17,Android,0,2023-01-07 13:28:00,Saturday,1,AND_46551,0
6746.07,Electronics,Limpopo,EFT,1,8,iPhone,0,2023-01-07 05:36:00,Saturday,1,IPH_38088,0
5974.01,Clothing,Western Cape,Online,1,7,Android,0,2023-01-04 10:02:00,Wednesday,0,AND_90015,0
2075.25,Fuel,Limpopo,EFT,1,9,iPhone,0,2023-01-05 19:08:00,Thursday,0,IPH_35465,0
2707.98,Restaurants,Limpopo,ATM Withdrawal,1,16,iPhone,0,2023-01-03 17:08:00,Tuesday,0,IPH_58155,0
5960.93,Fuel,Eastern Cape,ATM Withdrawal,1,22,iPhone,0,2023-01-09 07:56:00,Monday,0,IPH_97893,0
2232.12,Online Store,Western Cape,POS,1,5,iPhone,0,2023-01-07 18:04:00,Saturday,1,IPH_15969,0
1203.06,Fuel,Gauteng,EFT,0,13,iPhone,0,2023-01-06 17:17:00,Friday,0,IPH_18981,0
3906.47,Groceries,Gauteng,Online,1,21,Android,0,2023-01-05 06:40:00,Thursday,0,AND_31032,0
6554.36,Online Store,Mpumalanga,ATM Withdrawal,1,21,iPhone,0,2023-01-04 05:37:00,Wednesday,0,IPH_64091,0
4878.29,Clothing,KwaZulu-Natal,Online,1,5,Windows,0,2023-01-09 20:12:00,Monday,0,WIN_34408,0
3999.03,Online Store,Mpumalanga,POS,0,6,Windows,1,2023-01-05 22:49:00,Thursday,0,WIN_34241,0
698.29,Restaurants,Mpumalanga,EFT,1,11,iPhone,0,2023-01-06 12:01:00,Friday,0,IPH_57940,0
4312.75,Electronics,Gauteng,EFT,0,2,Windows,0,2023-01-06 17:29:00,Friday,0,WIN_92938,0
6930.58,Clothing,Eastern Cape,ATM Withdrawal,1,13,Unknown,0,2023-01-05 23:25:00,Thursday,0,UNK_61105,0
997.79,Online Store,Limpopo,EFT,1,21,Android,0,2023-01-03 22:20:00,Tuesday,0,AND_71050,0
3637.94,Clothing,Limpopo,ATM Withdrawal,1,18,Android,0,2023-01-02 11:30:00,Monday,0,AND_13657,0
6144.06,Clothing,Limpopo,POS,0,22,iPhone,0,2023-01-02 05:58:00,Monday,0,IPH_31230,0
5190.56,Clothing,Western Cape,EFT,1,15,iPhone,1,2023-01-09 09:47:00,Monday,0,IPH_28680,0
4885.17,Electronics,Gauteng,ATM Withdrawal,1,6,Unknown,0,2023-01-03 14:54:00,Tuesday,0,UNK_92694,0
4923.34,Fuel,Eastern Cape,Online,1,7,iPhone,0,2023-01-01 19:04:00,Sunday,1,IPH_94731,0
2529.25,Clothing,Western Cape,ATM Withdrawal,1,17,Windows,0,2023-01-09 22:38:00,Monday,0,WIN_52340,0
2069.27,Groceries,KwaZulu-Natal,EFT,1,12,Unknown,0,2023-01-02 21:14:00,Monday,0,UNK_45950,0
5669.34,Restaurants,Eastern Cape,POS,1,20,Windows,0,2023-01-08 02:28:00,Sunday,1,WIN_88515,0
5674.59,Electronics,Mpumalanga,EFT,0,8,Android,0,2023-01-04 22:45:00,Wednesday,0,AND_17867,0
6072.16,Online Store,Eastern Cape,EFT,0,9,Windows,0,2023-01-02 14:21:00,Monday,0,WIN_90691,0
6394.42,Electronics,Eastern Cape,ATM Withdrawal,1,20,Android,0,2023-01-05 19:49:00,Thursday,0,AND_88542,0
3589.17,Online Store,Limpopo,Online,1,22,Windows,0,2023-01-01 08:33:00,Sunday,1,WIN_14329,0
3520.58,Electronics,Eastern Cape,EFT,1,8,Android,0,2023-01-10 16:00:00,Tuesday,0,AND_98087,0
5592.1,Online Store,Mpumalanga,Online,0,14,iPhone,0,2023-01-06 23:57:00,Friday,0,IPH_45865,0
4556.75,Clothing,Mpumalanga,ATM Withdrawal,0,19,Windows,1,2023-01-02 18:31:00,Monday,0,WIN_76940,0
4919.73,Fuel,Gauteng,Online,1,1,Android,0,2023-01-03 21:24:00,Tuesday,0,AND_47869,1
5574.63,Online Store,Eastern Cape,ATM Withdrawal,0,12,Windows,0,2023-01-06 07:33:00,Friday,0,WIN_76905,0
6232.24,Online Store,Limpopo,POS,1,1,Unknown,0,2023-01-03 08:40:00,Tuesday,0,UNK_93984,0
2379.21,Groceries,Eastern Cape,Online,0,18,iPhone,0,2023-01-04 06:54:00,Wednesday,0,IPH_99711,1
2641.57,Online Store,KwaZulu-Natal,Online,1,1,Android,1,2023-01-07 08:53:00,Saturday,1,AND_76252,0
675.99,Groceries,KwaZulu-Natal,POS,1,2,Unknown,0,2023-01-10 20:25:00,Tuesday,0,UNK_89386,0
4056.4,Restaurants,Limpopo,Online,0,5,Windows,0,2023-01-05 20:57:00,Thursday,0,WIN_11711,0
270.88,Clothing,Gauteng,POS,1,2,Unknown,0,2023-01-09 13:40:00,Monday,0,UNK_35801,0
3269.87,Groceries,Gauteng,EFT,0,9,Windows,0,2023-01-11 11:19:00,Wednesday,0,WIN_97287,0
3807.66,Fuel,Mpumalanga,ATM Withdrawal,1,23,iPhone,0,2023-01-03 17:49:00,Tuesday,0,IPH_63270,0
2020.06,Clothing,Mpumalanga,POS,1,5,Unknown,0,2023-01-10 17:23:00,Tuesday,0,UNK_81622,0
4144.02,Groceries,Western Cape,Online,1,22,iPhone,0,2023-01-10 04:03:00,Tuesday,0,IPH_65535,0
232.89,Clothing,Limpopo,POS,1,15,Android,1,2023-01-05 10:37:00,Thursday,0,AND_86759,0
280.69,Clothing,Eastern Cape,Online,1,16,Windows,0,2023-01-13 00:00:00,Friday,0,WIN_26220,0
5761.75,Clothing,Limpopo,EFT,0,18,Windows,0,2023-01-04 08:15:00,Wednesday,0,WIN_23392,0
2534.13,Restaurants,Western Cape,POS,0,2,iPhone,0,2023-01-04 06:17:00,Wednesday,0,IPH_95587,0
906.88,Fuel,Mpumalanga,EFT,1,17,iPhone,0,2023-01-10 12:09:00,Tuesday,0,IPH_12246,0
3665.26,Electronics,Limpopo,ATM Withdrawal,1,6,Android,0,2023-01-06 11:00:00,Friday,0,AND_30010,0
5394.56,Electronics,Limpopo,Online,1,8,Unknown,1,2023-01-05 05:13:00,Thursday,0,UNK_78358,0
1526.43,Groceries,Mpumalanga,Online,1,19,Windows,0,2023-01-03 09:07:00,Tuesday,0,WIN_27234,0
4367.78,Clothing,Western Cape,EFT,1,11,Windows,1,2023-01-10 13:14:00,Tuesday,0,WIN_59451,0
615.73,Groceries,Mpumalanga,ATM Withdrawal,1,4,Android,0,2023-01-10 20:10:00,Tuesday,0,AND_85205,0
380.74,Restaurants,Gauteng,POS,1,2,Android,0,2023-01-08 04:08:00,Sunday,1,AND_31784,1
3728.86,Restaurants,Eastern Cape,POS,1,10,iPhone,0,2023-01-13 00:21:00,Friday,0,IPH_39672,0
3793.63,Online Store,Mpumalanga,Online,1,3,iPhone,0,2023-01-05 03:31:00,Thursday,0,IPH_11082,0
4469.26,Restaurants,Western Cape,EFT,0,4,Unknown,0,2023-01-03 22:29:00,Tuesday,0,UNK_21148,0
5088.12,Online Store,KwaZulu-Natal,EFT,0,0,Android,0,2023-01-09 15:35:00,Monday,0,AND_37494,0
6831.45,Fuel,Gauteng,POS,0,17,Unknown,0,2023-01-10 16:32:00,Tuesday,0,UNK_85093,0
3623.78,Groceries,KwaZulu-Natal,ATM Withdrawal,0,11,Android,0,2023-01-04 00:46:00,Wednesday,0,AND_61952,0
2274.24,Fuel,Mpumalanga,ATM Withdrawal,0,12,Windows,1,2023-01-02 04:14:00,Monday,0,WIN_46719,0
5570.4,Restaurants,Gauteng,POS,1,8,Android,0,2023-01-11 10:36:00,Wednesday,0,AND_58737,0
1910.41,Fuel,Eastern Cape,POS,1,1,Android,0,2023-01-13 13:51:00,Friday,0,AND_69453,0
3084.02,Fuel,Mpumalanga,EFT,1,4,Windows,0,2023-01-09 09:41:00,Monday,0,WIN_49536,0
567.63,Fuel,Eastern Cape,ATM Withdrawal,1,12,Android,0,2023-01-04 18:09:00,Wednesday,0,AND_60604,0
196.95,Restaurants,Limpopo,POS,0,15,Unknown,0,2023-01-13 22:58:00,Friday,0,UNK_60833,0
6739.29,Clothing,KwaZulu-Natal,POS,0,15,iPhone,1,2023-01-12 16:08:00,Thursday,0,IPH_24039,0
5855.14,Fuel,Gauteng,Online,0,23,iPhone,0,2023-01-07 19:44:00,Saturday,1,IPH_77839,0
4877.9,Online Store,Eastern Cape,POS,1,2,Unknown,0,2023-01-11 20:53:00,Wednesday,0,UNK_57931,0
2874.49,Restaurants,Western Cape,POS,0,21,Windows,0,2023-01-11 18:46:00,Wednesday,0,WIN_49925,0
1229.59,Fuel,Eastern Cape,ATM Withdrawal,0,3,Android,0,2023-01-13 08:40:00,Friday,0,AND_61003,0
1111.93,Clothing,Western Cape,EFT,1,10,Unknown,0,2023-01-12 04:15:00,Thursday,0,UNK_93817,0
1766.7,Restaurants,Mpumalanga,ATM Withdrawal,1,22,iPhone,0,2023-01-09 15:13:00,Monday,0,IPH_58897,0
3853.6,Electronics,Gauteng,EFT,0,13,iPhone,0,2023-01-09 05:03:00,Monday,0,IPH_97745,0
5007.88,Clothing,Eastern Cape,Online,1,2,Unknown,0,2023-01-07 08:52:00,Saturday,1,UNK_52287,0
4628.18,Online Store,Eastern Cape,POS,1,15,iPhone,0,2023-01-09 11:43:00,Monday,0,IPH_43012,0
1973.94,Fuel,Gauteng,Online,1,21,Unknown,0,2023-01-11 17:57:00,Wednesday,0,UNK_51783,0
6684.96,Electronics,Eastern Cape,EFT,1,14,iPhone,0,2023-01-14 02:08:00,Saturday,1,IPH_95727,0
5170.52,Electronics,Western Cape,ATM Withdrawal,0,9,Unknown,1,2023-01-07 10:45:00,Saturday,1,UNK_78315,0
3889.39,Restaurants,Eastern Cape,ATM Withdrawal,0,8,Android,0,2023-01-08 21:19:00,Sunday,1,AND_93766,0
4289.81,Electronics,KwaZulu-Natal,Online,1,10,Android,1,2023-01-07 04:28:00,Saturday,1,AND_56491,0
2948.81,Online Store,Mpumalanga,EFT,1,15,Android,0,2023-01-10 05:04:00,Tuesday,0,AND_98941,0
1749.16,Online Store,Limpopo,Online,1,9,Android,0,2023-01-09 17:16:00,Monday,0,AND_68584,0
2504.69,Groceries,Western Cape,Online,1,16,iPhone,0,2023-01-01 11:17:00,Sunday,1,IPH_22803,0
5309.77,Online Store,KwaZulu-Natal,POS,1,18,Windows,0,2023-01-08 13:39:00,Sunday,1,WIN_59625,0
120.47,Clothing,Mpumalanga,Online,1,1,Unknown,0,2023-01-02 10:25:00,Monday,0,UNK_23698,1
830.19,Electronics,Gauteng,POS,1,23,Windows,0,2023-01-01 14:11:00,Sunday,1,WIN_44560,0
341.1,Online Store,Western Cape,POS,1,22,iPhone,0,2023-01-12 01:25:00,Thursday,0,IPH_25376,0
304.29,Restaurants,Limpopo,ATM Withdrawal,0,1,iPhone,0,2023-01-04 18:47:00,Wednesday,0,IPH_93654,0
5991.11,Groceries,Mpumalanga,POS,1,5,Windows,0,2023-01-05 22:09:00,Thursday,0,WIN_23117,0
4931.53,Electronics,Limpopo,POS,0,18,Windows,0,2023-01-02 02:51:00,Monday,0,WIN_66381,0
3329.73,Groceries,Gauteng,ATM Withdrawal,0,7,iPhone,0,2023-01-03 17:17:00,Tuesday,0,IPH_47956,0
702.88,Electronics,Gauteng,Online,1,2,iPhone,1,2023-01-11 20:51:00,Wednesday,0,IPH_58786,0
3451.48,Restaurants,Western Cape,EFT,0,13,Unknown,0,2023-01-08 02:40:00,Sunday,1,UNK_97778,0
3324.83,Groceries,Eastern Cape,EFT,0,15,Android,0,2023-01-13 12:59:00,Friday,0,AND_76480,0
1228.95,Fuel,Gauteng,EFT,0,0,Android,0,2023-01-06 19:17:00,Friday,0,AND_41695,0
3048.28,Clothing,Mpumalanga,Online,1,20,Unknown,0,2023-01-05 00:20:00,Thursday,0,UNK_11511,0
2801.56,Clothing,Eastern Cape,POS,1,2,Windows,0,2023-01-06 03:18:00,Friday,0,WIN_63233,0
4318.63,Electronics,KwaZulu-Natal,EFT,1,21,iPhone,0,2023-01-11 07:33:00,Wednesday,0,IPH_32502,0
4452.95,Fuel,Limpopo,Online,0,17,Windows,0,2023-01-09 02:35:00,Monday,0,WIN_60010,0
336.22,Groceries,Eastern Cape,POS,1,8,Android,0,2023-01-14 02:18:00,Saturday,1,AND_83905,0
2634.8,Fuel,Limpopo,ATM Withdrawal,1,5,Android,0,2023-01-09 19:51:00,Monday,0,AND_56489,0
4388.5,Fuel,Eastern Cape,EFT,0,22,Windows,0,2023-01-08 07:00:00,Sunday,1,WIN_93533,0
3531.89,Groceries,KwaZulu-Natal,POS,1,20,Android,0,2023-01-12 12:15:00,Thursday,0,AND_91165,0
5998.3,Restaurants,Gauteng,EFT,0,0,iPhone,0,2023-01-14 20:53:00,Saturday,1,IPH_41949,0
4617.68,Fuel,KwaZulu-Natal,EFT,1,20,Unknown,0,2023-01-06 09:02:00,Friday,0,UNK_78376,0
1157.28,Fuel,Gauteng,EFT,1,9,Windows,0,2023-01-04 20:37:00,Wednesday,0,WIN_89587,0
512.57,Restaurants,Gauteng,POS,1,5,iPhone,1,2023-01-10 04:24:00,Tuesday,0,IPH_77310,0
4504.09,Fuel,Limpopo,Online,0,22,iPhone,0,2023-01-08 12:03:00,Sunday,1,IPH_88798,0
205.05,Fuel,Mpumalanga,POS,1,11,Android,0,2023-01-15 16:12:00,Sunday,1,AND_79407,0
4108.71,Fuel,KwaZulu-Natal,EFT,1,3,iPhone,0,2023-01-08 00:15:00,Sunday,1,IPH_83809,0
6582.81,Clothing,Eastern Cape,POS,1,12,Windows,0,2023-01-02 08:08:00,Monday,0,WIN_27229,0
4036.81,Online Store,KwaZulu-Natal,ATM Withdrawal,1,16,iPhone,1,2023-01-15 15:00:00,Sunday,1,IPH_37385,0
2729.43,Restaurants,Limpopo,Online,1,7,Unknown,0,2023-01-13 16:37:00,Friday,0,UNK_52176,0
4510.15,Fuel,Gauteng,POS,0,19,iPhone,0,2023-01-03 21:17:00,Tuesday,0,IPH_13260,0
3218.61,Clothing,Limpopo,ATM Withdrawal,1,2,iPhone,0,2023-01-14 16:02:00,Saturday,1,IPH_13145,0
3828.41,Restaurants,Western Cape,Online,1,11,Unknown,0,2023-01-06 07:39:00,Friday,0,UNK_17802,0
6591.42,Electronics,Western Cape,ATM Withdrawal,1,6,iPhone,0,2023-01-06 21:02:00,Friday,0,IPH_12263,0
2715.0,Electronics,Eastern Cape,Online,0,11,iPhone,0,2023-01-14 19:24:00,Saturday,1,IPH_36913,0
6729.11,Fuel,Limpopo,POS,1,1,Android,0,2023-01-09 04:53:00,Monday,0,AND_67788,0
6339.35,Clothing,Eastern Cape,ATM Withdrawal,0,23,Windows,0,2023-01-03 07:49:00,Tuesday,0,WIN_18155,0
1386.62,Clothing,Eastern Cape,EFT,1,13,Android,0,2023-01-06 19:40:00,Friday,0,AND_10922,0
504.14,Restaurants,Western Cape,ATM Withdrawal,1,21,Windows,0,2023-01-12 04:09:00,Thursday,0,WIN_82231,0
723.43,Restaurants,Eastern Cape,Online,1,22,Unknown,0,2023-01-03 21:32:00,Tuesday,0,UNK_30672,0
147.19,Clothing,Western Cape,POS,0,4,Unknown,0,2023-01-10 05:30:00,Tuesday,0,UNK_48526,0
679.21,Restaurants,Gauteng,Online,1,8,Unknown,0,2023-01-11 20:31:00,Wednesday,0,UNK_55344,0
4787.39,Clothing,Limpopo,ATM Withdrawal,0,20,Windows,0,2023-01-06 12:20:00,Friday,0,WIN_29014,0
516.9,Online Store,Eastern Cape,ATM Withdrawal,0,10,Windows,0,2023-01-11 21:25:00,Wednesday,0,WIN_83352,0
2246.45,Clothing,Western Cape,EFT,1,4,Windows,0,2023-01-14 20:18:00,Saturday,1,WIN_50324,0
5917.23,Electronics,KwaZulu-Natal,POS,1,2,Unknown,0,2023-01-08 12:49:00,Sunday,1,UNK_48698,0
182.44,Restaurants,Eastern Cape,POS,1,16,Windows,0,2023-01-07 04:14:00,Saturday,1,WIN_87169,0
5704.99,Clothing,Mpumalanga,ATM Withdrawal,1,1,iPhone,0,2023-01-05 03:39:00,Thursday,0,IPH_33384,0
1987.35,Clothing,Gauteng,POS,1,23,Android,0,2023-01-10 15:29:00,Tuesday,0,AND_13512,0
844.79,Restaurants,Gauteng,EFT,1,0,Unknown,0,2023-01-14 23:06:00,Saturday,1,UNK_16066,0
4883.23,Online Store,KwaZulu-Natal,Online,0,6,Android,0,2023-01-06 07:59:00,Friday,0,AND_41500,0
4410.02,Online Store,Western Cape,POS,1,13,iPhone,0,2023-01-07 11:12:00,Saturday,1,IPH_88743,0
6144.75,Restaurants,Eastern Cape,ATM Withdrawal,1,4,Windows,0,2023-01-07 15:31:00,Saturday,1,WIN_95642,0
5150.8,Groceries,Western Cape,Online,0,18,Android,0,2023-01-10 02:09:00,Tuesday,0,AND_89858,0
5628.3,Restaurants,Gauteng,Online,0,10,iPhone,0,2023-01-04 20:53:00,Wednesday,0,IPH_64800,0
1988.6,Restaurants,Western Cape,EFT,1,22,iPhone,0,2023-01-14 06:31:00,Saturday,1,IPH_73140,0
1258.53,Online Store,Gauteng,ATM Withdrawal,0,1,Android,0,2023-01-05 22:56:00,Thursday,0,AND_94954,0
5259.29,Online Store,Western Cape,POS,0,7,Unknown,0,2023-01-12 11:35:00,Thursday,0,UNK_12387,0
5651.71,Restaurants,KwaZulu-Natal,ATM Withdrawal,0,8,Android,0,2023-01-09 10:47:00,Monday,0,AND_66160,0
6933.73,Restaurants,Limpopo,Online,1,2,Unknown,0,2023-01-10 15:11:00,Tuesday,0,UNK_69241,0
2900.07,Restaurants,KwaZulu-Natal,ATM Withdrawal,1,1,Windows,0,2023-01-04 03:34:00,Wednesday,0,WIN_83567,0
2616.69,Online Store,KwaZulu-Natal,POS,0,6,Unknown,0,2023-01-13 01:51:00,Friday,0,UNK_11799,0
5439.36,Restaurants,Limpopo,POS,1,4,Windows,0,2023-01-04 07:26:00,Wednesday,0,WIN_45548,0
2398.81,Restaurants,Limpopo,EFT,1,20,Android,0,2023-01-03 02:31:00,Tuesday,0,AND_43895,0
6516.69,Fuel,Eastern Cape,POS,1,4,Windows,0,2023-01-10 02:55:00,Tuesday,0,WIN_90171,0
6011.72,Groceries,Eastern Cape,POS,0,19,iPhone,0,2023-01-12 18:48:00,Thursday,0,IPH_50379,0
3014.38,Electronics,KwaZulu-Natal,ATM Withdrawal,1,12,Windows,0,2023-01-02 02:08:00,Monday,0,WIN_55414,0
5261.08,Groceries,KwaZulu-Natal,ATM Withdrawal,1,20,Unknown,0,2023-01-02 09:47:00,Monday,0,UNK_83071,0
5286.71,Fuel,Gauteng,Online,1,19,Unknown,0,2023-01-14 09:34:00,Saturday,1,UNK_78344,0
739.8,Electronics,Gauteng,EFT,0,5,Unknown,0,2023-01-14 12:53:00,Saturday,1,UNK_88591,0
6319.82,Restaurants,Eastern Cape,ATM Withdrawal,1,19,Windows,1,2023-01-05 07:24:00,Thursday,0,WIN_14297,0
3546.66,Fuel,Mpumalanga,POS,1,17,Unknown,0,2023-01-11 09:53:00,Wednesday,0,UNK_96479,0
5788.67,Restaurants,Mpumalanga,Online,1,1,Unknown,0,2023-01-08 14:20:00,Sunday,1,UNK_15008,0
2253.95,Online Store,Eastern Cape,ATM Withdrawal,0,5,iPhone,0,2023-01-11 18:04:00,Wednesday,0,IPH_96813,0
6270.75,Clothing,Gauteng,EFT,0,8,Windows,0,2023-01-15 14:23:00,Sunday,1,WIN_26820,0
2736.63,Fuel,Gauteng,EFT,1,2,iPhone,0,2023-01-02 14:38:00,Monday,0,IPH_81548,0
95.65,Online Store,Mpumalanga,Online,1,0,Unknown,0,2023-01-14 06:08:00,Saturday,1,UNK_32253,0
6339.57,Fuel,Western Cape,Online,0,0,Unknown,0,2023-01-09 12:36:00,Monday,0,UNK_39202,0
657.18,Fuel,Western Cape,Online,1,18,Unknown,0,2023-01-10 17:41:00,Tuesday,0,UNK_39236,0
2248.81,Online Store,Gauteng,Online,0,4,Windows,0,2023-01-12 06:28:00,Thursday,0,WIN_77156,0
6651.43,Electronics,Western Cape,Online,1,12,Android,0,2023-01-16 19:43:00,Monday,0,AND_70263,0
6655.24,Groceries,Limpopo,POS,1,18,Unknown,0,2023-01-02 05:50:00,Monday,0,UNK_84855,0
4022.6,Restaurants,Eastern Cape,POS,1,11,Unknown,0,2023-01-01 18:51:00,Sunday,1,UNK_26575,0
4430.22,Fuel,Eastern Cape,ATM Withdrawal,1,15,Unknown,0,2023-01-04 07:28:00,Wednesday,0,UNK_22204,0
3150.15,Restaurants,Gauteng,EFT,0,18,Unknown,0,2023-01-18 01:28:00,Wednesday,0,UNK_21952,0
2066.61,Clothing,KwaZulu-Natal,POS,1,2,Windows,0,2023-01-13 11:26:00,Friday,0,WIN_93323,0
2314.08,Online Store,Mpumalanga,POS,0,11,Android,0,2023-01-11 18:59:00,Wednesday,0,AND_61142,0
4714.18,Restaurants,Gauteng,POS,1,4,Android,0,2023-01-02 02:18:00,Monday,0,AND_43872,0
5271.57,Online Store,Western Cape,ATM Withdrawal,1,1,Android,0,2023-01-16 09:11:00,Monday,0,AND_39376,0
5545.22,Restaurants,Mpumalanga,Online,1,21,Unknown,0,2023-01-15 06:40:00,Sunday,1,UNK_76084,0
5531.53,Groceries,KwaZulu-Natal,ATM Withdrawal,0,6,Unknown,1,2023-01-12 18:13:00,Thursday,0,UNK_21640,0
656.62,Groceries,Western Cape,EFT,1,12,Android,0,2023-01-07 03:45:00,Saturday,1,AND_36437,0
3471.05,Groceries,Limpopo,EFT,0,14,Android,0,2023-01-02 12:22:00,Monday,0,AND_97681,0
421.76,Groceries,Western Cape,EFT,0,21,Unknown,0,2023-01-11 08:54:00,Wednesday,0,UNK_17903,0
3855.71,Groceries,Limpopo,EFT,1,2,Unknown,0,2023-01-13 19:51:00,Friday,0,UNK_93704,0
3101.88,Groceries,Mpumalanga,POS,1,20,iPhone,0,2023-01-02 22:34:00,Monday,0,IPH_36863,0
6216.18,Online Store,Limpopo,POS,1,19,iPhone,0,2023-01-12 09:13:00,Thursday,0,IPH_53381,0
2469.39,Fuel,Mpumalanga,ATM Withdrawal,1,4,iPhone,0,2023-01-06 07:39:00,Friday,0,IPH_38548,0
837.13,Restaurants,Mpumalanga,Online,0,23,Android,0,2023-01-14 17:32:00,Saturday,1,AND_59956,0
1018.08,Groceries,Mpumalanga,EFT,1,7,Windows,1,2023-01-10 19:20:00,Tuesday,0,WIN_84526,0
5335.34,Online Store,Mpumalanga,ATM Withdrawal,1,21,Unknown,0,2023-01-03 13:52:00,Tuesday,0,UNK_21467,0
4335.16,Online Store,Mpumalanga,POS,0,0,iPhone,0,2023-01-10 14:51:00,Tuesday,0,IPH_67954,0
725.84,Online Store,Western Cape,POS,1,7,Windows,0,2023-01-08 07:42:00,Sunday,1,WIN_33901,0
607.07,Fuel,Mpumalanga,Online,1,23,Unknown,0,2023-01-04 12:12:00,Wednesday,0,UNK_65983,0
4912.76,Restaurants,Western Cape,Online,1,17,Windows,0,2023-01-16 07:12:00,Monday,0,WIN_33301,0
527.89,Fuel,Mpumalanga,Online,1,19,Android,0,2023-01-01 11:59:00,Sunday,1,AND_95180,0
5756.58,Electronics,Limpopo,ATM Withdrawal,1,15,Android,0,2023-01-06 21:24:00,Friday,0,AND_79903,0
4949.57,Online Store,Mpumalanga,POS,1,17,Android,0,2023-01-01 12:43:00,Sunday,1,AND_26204,0
587.81,Electronics,KwaZulu-Natal,POS,1,19,iPhone,0,2023-01-03 00:45:00,Tuesday,0,IPH_29755,0
612.17,Clothing,Mpumalanga,Online,0,11,Unknown,0,2023-01-06 15:52:00,Friday,0,UNK_69817,0
6906.74,Groceries,Mpumalanga,EFT,1,12,Android,0,2023-01-02 06:53:00,Monday,0,AND_12093,0
2632.41,Groceries,Limpopo,Online,1,12,iPhone,0,2023-01-12 02:40:00,Thursday,0,IPH_79537,1
2607.08,Fuel,Eastern Cape,ATM Withdrawal,1,9,iPhone,0,2023-01-02 21:13:00,Monday,0,IPH_32940,0
5693.34,Restaurants,Limpopo,Online,1,6,iPhone,0,2023-01-14 01:46:00,Saturday,1,IPH_83346,0
6631.8,Electronics,KwaZulu-Natal,Online,1,13,iPhone,0,2023-01-02 06:27:00,Monday,0,IPH_54040,0
6902.29,Restaurants,Eastern Cape,ATM Withdrawal,1,23,Android,0,2023-01-02 09:26:00,Monday,0,AND_47322,0
5278.58,Fuel,Gauteng,Online,0,15,iPhone,0,2023-01-06 21:39:00,Friday,0,IPH_94437,0
2646.29,Groceries,Gauteng,POS,1,14,Android,0,2023-01-17 18:26:00,Tuesday,0,AND_97725,0
602.84,Restaurants,KwaZulu-Natal,EFT,1,11,Android,0,2023-01-13 02:40:00,Friday,0,AND_19236,0
